image_path,mar,nose_chin_distance,label,split
Drowsiness_dataset\yawn\train\10_10-FemaleNoGlasses-Yawning_frame00059_time2.0sec.jpg,0.5128584968755927,0.9910172137228126,1,train
10_10-FemaleNoGlasses-Yawning_frame00059_time2.0sec_aug0,0.5203355692678647,1.0285874629025942,1,train
10_10-FemaleNoGlasses-Yawning_frame00059_time2.0sec_aug1,0.49789924390922957,1.000904885660395,1,train
10_10-FemaleNoGlasses-Yawning_frame00059_time2.0sec_aug2,0.48158470265228936,1.0303149406940253,1,train
10_10-FemaleNoGlasses-Yawning_frame00059_time2.0sec_aug3,0.5191965451578151,1.0187020515892922,1,train
Drowsiness_dataset\yawn\train\10_10-FemaleNoGlasses-Yawning_frame00073_time2.4sec.jpg,0.5941119109198422,0.9877532655667898,1,train
10_10-FemaleNoGlasses-Yawning_frame00073_time2.4sec_aug0,0.5757246222048935,0.996466035598129,1,train
10_10-FemaleNoGlasses-Yawning_frame00073_time2.4sec_aug1,0.5784338919963156,1.0127837538654778,1,train
10_10-FemaleNoGlasses-Yawning_frame00073_time2.4sec_aug2,0.5414666332450373,0.9937081643954561,1,train
10_10-FemaleNoGlasses-Yawning_frame00073_time2.4sec_aug3,0.5823853839195575,1.0212647943923252,1,train
Drowsiness_dataset\yawn\train\10_10-FemaleNoGlasses-Yawning_frame00087_time2.9sec.jpg,0.5380361338367007,1.009535417314147,1,train
10_10-FemaleNoGlasses-Yawning_frame00087_time2.9sec_aug0,0.5923011215831089,0.9964756647817735,1,train
10_10-FemaleNoGlasses-Yawning_frame00087_time2.9sec_aug1,0.5826261573478305,0.9539088872761599,1,train
10_10-FemaleNoGlasses-Yawning_frame00087_time2.9sec_aug2,0.5387533769954387,1.0092203246827403,1,train
Drowsiness_dataset\yawn\train\10_10-FemaleNoGlasses-Yawning_frame00101_time3.4sec.jpg,0.5186777968336151,0.9663059246198975,1,train
10_10-FemaleNoGlasses-Yawning_frame00101_time3.4sec_aug0,0.5226766244552942,0.9717848420075732,1,train
10_10-FemaleNoGlasses-Yawning_frame00101_time3.4sec_aug1,0.5389079019785185,0.9627406688398761,1,train
10_10-FemaleNoGlasses-Yawning_frame00101_time3.4sec_aug2,0.5277450178024853,0.9712582101554137,1,train
10_10-FemaleNoGlasses-Yawning_frame00101_time3.4sec_aug3,0.5343390847841878,0.9330147734165792,1,train
Drowsiness_dataset\yawn\train\10_10-FemaleNoGlasses-Yawning_frame00115_time3.8sec.jpg,0.4892357464823442,0.9804395025156553,1,train
10_10-FemaleNoGlasses-Yawning_frame00115_time3.8sec_aug1,0.4725879898921897,0.9871677430239186,1,train
10_10-FemaleNoGlasses-Yawning_frame00115_time3.8sec_aug2,0.47157873842653264,0.9861075158947825,1,train
Drowsiness_dataset\yawn\train\10_10-MaleNoGlasses-Yawning_frame00057_time1.9sec.jpg,0.7550987174441128,1.057015875513729,1,train
10_10-MaleNoGlasses-Yawning_frame00057_time1.9sec_aug1,0.7168174745348831,1.0770460281233685,1,train
10_10-MaleNoGlasses-Yawning_frame00057_time1.9sec_aug2,0.7569778237553112,1.0857576782098846,1,train
10_10-MaleNoGlasses-Yawning_frame00057_time1.9sec_aug3,0.7603881277024055,1.0696329040563577,1,train
Drowsiness_dataset\yawn\train\10_10-MaleNoGlasses-Yawning_frame00071_time2.4sec.jpg,0.9304602890686625,1.1479662010321943,1,train
10_10-MaleNoGlasses-Yawning_frame00071_time2.4sec_aug0,0.983290920625994,1.3301462196507237,1,train
10_10-MaleNoGlasses-Yawning_frame00071_time2.4sec_aug1,0.8568877166121536,1.2708619138869752,1,train
10_10-MaleNoGlasses-Yawning_frame00071_time2.4sec_aug2,0.9207221625681002,1.2621266681120602,1,train
Drowsiness_dataset\yawn\train\10_10-MaleNoGlasses-Yawning_frame00085_time2.8sec.jpg,0.972129189296204,1.2702461298047316,1,train
10_10-MaleNoGlasses-Yawning_frame00085_time2.8sec_aug0,1.1503415644159838,1.2493579755864943,1,train
10_10-MaleNoGlasses-Yawning_frame00085_time2.8sec_aug2,1.1128348399599008,1.3572072268837188,1,train
10_10-MaleNoGlasses-Yawning_frame00085_time2.8sec_aug3,1.1093999370475693,1.256359416929828,1,train
Drowsiness_dataset\yawn\train\10_10-MaleNoGlasses-Yawning_frame00099_time3.3sec.jpg,0.969416194393262,1.172193569689433,1,train
10_10-MaleNoGlasses-Yawning_frame00099_time3.3sec_aug0,0.8597449944861012,1.2730784585384847,1,train
10_10-MaleNoGlasses-Yawning_frame00099_time3.3sec_aug1,0.9744258005542596,1.2043263474053363,1,train
10_10-MaleNoGlasses-Yawning_frame00099_time3.3sec_aug2,0.8675676852092941,1.258952934154366,1,train
10_10-MaleNoGlasses-Yawning_frame00099_time3.3sec_aug3,0.9795412286614492,1.220067717258365,1,train
Drowsiness_dataset\yawn\train\10_10-MaleNoGlasses-Yawning_frame00273_time9.1sec.jpg,0.8197971915001138,1.046186700509939,1,train
10_10-MaleNoGlasses-Yawning_frame00273_time9.1sec_aug1,0.8197971915001138,1.046186700509939,1,train
10_10-MaleNoGlasses-Yawning_frame00273_time9.1sec_aug2,0.8326943643027201,1.051100434712508,1,train
10_10-MaleNoGlasses-Yawning_frame00273_time9.1sec_aug3,0.8412125688672165,1.0471817675984338,1,train
Drowsiness_dataset\yawn\train\10_10-MaleNoGlasses-Yawning_frame00287_time9.6sec.jpg,0.8383785441186735,1.03344453168399,1,train
10_10-MaleNoGlasses-Yawning_frame00287_time9.6sec_aug1,0.8829579980849259,1.0591247553083456,1,train
10_10-MaleNoGlasses-Yawning_frame00287_time9.6sec_aug2,0.7265117849806578,1.110243402573053,1,train
10_10-MaleNoGlasses-Yawning_frame00287_time9.6sec_aug3,0.8280100431390993,1.0801779269052594,1,train
Drowsiness_dataset\yawn\train\11_11-MaleGlasses-Yawning_frame00371_time12.4sec.jpg,0.9701655885049094,1.1131410887589503,1,train
11_11-MaleGlasses-Yawning_frame00371_time12.4sec_aug0,1.0256794613687132,1.111931884276026,1,train
11_11-MaleGlasses-Yawning_frame00371_time12.4sec_aug2,0.9673353864208492,1.0482804902921463,1,train
11_11-MaleGlasses-Yawning_frame00371_time12.4sec_aug3,0.9641838244924316,1.0854138545680214,1,train
Drowsiness_dataset\yawn\train\11_11-MaleGlasses-Yawning_frame00385_time12.8sec.jpg,1.0260864963487297,1.1519120909613025,1,train
11_11-MaleGlasses-Yawning_frame00385_time12.8sec_aug0,0.9550469063066113,1.143250399467347,1,train
11_11-MaleGlasses-Yawning_frame00385_time12.8sec_aug2,0.9240496371934999,1.1300513841615363,1,train
11_11-MaleGlasses-Yawning_frame00385_time12.8sec_aug3,0.896505070748342,1.138786399919499,1,train
Drowsiness_dataset\yawn\train\11_11-MaleGlasses-Yawning_frame00399_time13.3sec.jpg,0.9341765014887715,1.1408565340672479,1,train
11_11-MaleGlasses-Yawning_frame00399_time13.3sec_aug0,0.9126472871369429,1.0597660035478957,1,train
11_11-MaleGlasses-Yawning_frame00399_time13.3sec_aug2,0.9341765014887715,1.1408565340672479,1,train
11_11-MaleGlasses-Yawning_frame00399_time13.3sec_aug3,1.0836998408975191,1.047253440327881,1,train
Drowsiness_dataset\yawn\train\11_11-MaleGlasses-Yawning_frame00413_time13.8sec.jpg,0.946444340381839,1.09878482296147,1,train
11_11-MaleGlasses-Yawning_frame00413_time13.8sec_aug1,0.8832642132826634,1.0831742799204747,1,train
11_11-MaleGlasses-Yawning_frame00413_time13.8sec_aug2,1.0375632168982436,1.0988116471865237,1,train
11_11-MaleGlasses-Yawning_frame00413_time13.8sec_aug3,0.9693278907015099,1.1385816042382195,1,train
Drowsiness_dataset\yawn\train\11_11-MaleGlasses-Yawning_frame00427_time14.2sec.jpg,0.9535225638230291,1.1487451295196776,1,train
11_11-MaleGlasses-Yawning_frame00427_time14.2sec_aug0,0.9456178483979117,1.1338243080412078,1,train
11_11-MaleGlasses-Yawning_frame00427_time14.2sec_aug2,0.9854034684098414,1.1120874071371099,1,train
Drowsiness_dataset\yawn\train\11_11-MaleGlasses-Yawning_frame00441_time14.7sec.jpg,0.8587151507265895,1.1148272235044892,1,train
11_11-MaleGlasses-Yawning_frame00441_time14.7sec_aug0,0.8672981220403333,1.1198089050392148,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00179_time6.0sec.jpg,0.9325195335874679,0.9407676222504621,1,train
12_12-FemaleNoGlasses-Yawning_frame00179_time6.0sec_aug0,0.7688536423250014,0.9334551856727332,1,train
12_12-FemaleNoGlasses-Yawning_frame00179_time6.0sec_aug3,0.962598311653347,0.9293914583514653,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00193_time6.4sec.jpg,1.01740978987498,0.9454417903528294,1,train
12_12-FemaleNoGlasses-Yawning_frame00193_time6.4sec_aug1,0.9421444029265833,0.917964303750778,1,train
12_12-FemaleNoGlasses-Yawning_frame00193_time6.4sec_aug2,1.0490692261650927,0.9427725321832672,1,train
12_12-FemaleNoGlasses-Yawning_frame00193_time6.4sec_aug3,1.0061666159589913,0.9386900955236391,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00207_time6.9sec.jpg,1.0126456350408028,0.9735099341332966,1,train
12_12-FemaleNoGlasses-Yawning_frame00207_time6.9sec_aug0,0.8086177106524021,0.9354831929651867,1,train
12_12-FemaleNoGlasses-Yawning_frame00207_time6.9sec_aug2,0.8362568709532641,0.9401286835714037,1,train
12_12-FemaleNoGlasses-Yawning_frame00207_time6.9sec_aug3,0.9262372902186617,0.9777096463021575,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00221_time7.4sec.jpg,0.9393422514592674,0.9868525920382413,1,train
12_12-FemaleNoGlasses-Yawning_frame00221_time7.4sec_aug0,0.9234531148233848,0.9686024772964512,1,train
12_12-FemaleNoGlasses-Yawning_frame00221_time7.4sec_aug1,0.9315381181681474,0.9459911261968162,1,train
12_12-FemaleNoGlasses-Yawning_frame00221_time7.4sec_aug2,0.9101288206106899,0.984758389254861,1,train
12_12-FemaleNoGlasses-Yawning_frame00221_time7.4sec_aug3,0.8694074534409659,0.9575249583349348,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00235_time7.8sec.jpg,0.8695066827384099,0.9845052488093312,1,train
12_12-FemaleNoGlasses-Yawning_frame00235_time7.8sec_aug0,0.9039071205092303,0.9543530371191308,1,train
12_12-FemaleNoGlasses-Yawning_frame00235_time7.8sec_aug1,0.7089248223858863,0.9607428442173156,1,train
12_12-FemaleNoGlasses-Yawning_frame00235_time7.8sec_aug2,0.7315924451097611,0.9429327193025797,1,train
12_12-FemaleNoGlasses-Yawning_frame00235_time7.8sec_aug3,0.8213292552171261,0.942875303482821,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00249_time8.3sec.jpg,0.7930944987418178,0.9681281905510289,1,train
12_12-FemaleNoGlasses-Yawning_frame00249_time8.3sec_aug0,0.7555427102397112,0.9915833571282181,1,train
12_12-FemaleNoGlasses-Yawning_frame00249_time8.3sec_aug1,0.6776302621701276,0.9594972325458195,1,train
12_12-FemaleNoGlasses-Yawning_frame00249_time8.3sec_aug2,0.766079232206135,0.9763263092032963,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00263_time8.8sec.jpg,0.677794973144444,0.9730146062233935,1,train
12_12-FemaleNoGlasses-Yawning_frame00263_time8.8sec_aug0,0.6691877942627292,0.9725183915011083,1,train
12_12-FemaleNoGlasses-Yawning_frame00263_time8.8sec_aug1,0.6613199056740934,0.9462838903610229,1,train
12_12-FemaleNoGlasses-Yawning_frame00263_time8.8sec_aug2,0.6380719129996383,1.0040128059026605,1,train
12_12-FemaleNoGlasses-Yawning_frame00263_time8.8sec_aug3,0.6883525482633015,0.9329406152506866,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00277_time9.2sec.jpg,0.6641529962448408,0.9927107862427652,1,train
12_12-FemaleNoGlasses-Yawning_frame00277_time9.2sec_aug0,0.6774164475548934,0.970537996203788,1,train
12_12-FemaleNoGlasses-Yawning_frame00277_time9.2sec_aug1,0.6344213304354718,0.9964161760293688,1,train
12_12-FemaleNoGlasses-Yawning_frame00277_time9.2sec_aug3,0.7084351373542379,1.0024257745941028,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00291_time9.7sec.jpg,0.784309750668873,0.9773210031249917,1,train
12_12-FemaleNoGlasses-Yawning_frame00291_time9.7sec_aug0,0.8106902275819778,1.0019242673701887,1,train
12_12-FemaleNoGlasses-Yawning_frame00291_time9.7sec_aug1,0.7429606961137727,0.9799154662987558,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00305_time10.2sec.jpg,0.7038672969729742,0.965406246752733,1,train
12_12-FemaleNoGlasses-Yawning_frame00305_time10.2sec_aug0,0.6603129025450649,0.955712979038249,1,train
12_12-FemaleNoGlasses-Yawning_frame00305_time10.2sec_aug1,0.03,0.5563125886526255,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00319_time10.6sec.jpg,0.6806381682491424,0.9844865605162644,1,train
12_12-FemaleNoGlasses-Yawning_frame00319_time10.6sec_aug2,0.6760103626998887,0.9556562208412422,1,train
12_12-FemaleNoGlasses-Yawning_frame00319_time10.6sec_aug3,0.6777865379791086,0.9664643793549151,1,train
Drowsiness_dataset\yawn\train\12_12-FemaleNoGlasses-Yawning_frame00333_time11.1sec.jpg,0.696290811758036,0.9734064862648744,1,train
12_12-FemaleNoGlasses-Yawning_frame00333_time11.1sec_aug0,0.6985904456461918,0.9650180415529411,1,train
12_12-FemaleNoGlasses-Yawning_frame00333_time11.1sec_aug2,0.7180675003781163,0.9412737863286735,1,train
12_12-FemaleNoGlasses-Yawning_frame00333_time11.1sec_aug3,0.7385271910398682,0.9756487326369245,1,train
Drowsiness_dataset\yawn\train\12_12-MaleGlasses-Yawning_frame00203_time6.8sec.jpg,0.6670512758493735,1.1247914344378525,1,train
12_12-MaleGlasses-Yawning_frame00203_time6.8sec_aug0,0.7131318084094231,1.2030740516545573,1,train
12_12-MaleGlasses-Yawning_frame00203_time6.8sec_aug2,0.659807959085655,1.0908501722452772,1,train
Drowsiness_dataset\yawn\train\12_12-MaleGlasses-Yawning_frame00217_time7.2sec.jpg,0.8322404332375094,1.2540674962969127,1,train
12_12-MaleGlasses-Yawning_frame00217_time7.2sec_aug2,0.8323651953062059,1.3159350880719545,1,train
Drowsiness_dataset\yawn\train\12_12-MaleGlasses-Yawning_frame00245_time8.2sec.jpg,0.8886543676065574,1.1833143919367723,1,train
12_12-MaleGlasses-Yawning_frame00245_time8.2sec_aug0,0.8178590819138463,1.1620315715193348,1,train
12_12-MaleGlasses-Yawning_frame00245_time8.2sec_aug1,0.8731601910979634,1.1180229600404998,1,train
12_12-MaleGlasses-Yawning_frame00245_time8.2sec_aug2,0.7008609864371195,1.202479936821791,1,train
12_12-MaleGlasses-Yawning_frame00245_time8.2sec_aug3,0.9059617062680181,1.1825615100175269,1,train
Drowsiness_dataset\yawn\train\12_12-MaleGlasses-Yawning_frame00259_time8.6sec.jpg,0.697313829097461,1.207613298448483,1,train
12_12-MaleGlasses-Yawning_frame00259_time8.6sec_aug0,0.6281717447431,1.1137670476682224,1,train
12_12-MaleGlasses-Yawning_frame00259_time8.6sec_aug1,0.697125409785025,1.1095397450545519,1,train
12_12-MaleGlasses-Yawning_frame00259_time8.6sec_aug2,0.7312552660247036,1.1313771660258718,1,train
12_12-MaleGlasses-Yawning_frame00259_time8.6sec_aug3,0.6586456151767767,1.1164832158111362,1,train
Drowsiness_dataset\yawn\train\12_12-MaleGlasses-Yawning_frame00273_time9.1sec.jpg,0.7730020937170535,1.180597065947896,1,train
